0,-33273,7102,-2501,135,14181,277,-9,-8810
1,-33850,8126,3637,-1015,13794,13,9,-9329
2,-32944,6782,-3539,131,14121,273,64,-20666
3,-33859,8892,3637,-1399,14121,11,16,-17050
4,-34347,-7794,-4997,-483,14121,9,-8,-17050
5,-34347,-9342,-3523,105,14121,13,16,-10962
6,-33843,-8272,3095,105,13047,13,61,-8778
7,-33843,-9570,-3523,105,13047,11,-12,-22675
8,-33273,-9570,-4487,-1401,23401,5,62,-17034
9,-32818,-9570,3581,-375,14185,-11,16,-8586
10,-32818,-9094,-3595,-363,7057,9,14,-10380
11,-33301,-9094,3641,-1437,4489,1,52,-8715
12,-33301,-9094,-3594,109,4489,13,16,-8715
13,-33332,-9094,3197,-1015,4489,3,79,-16715
14,-32820,8894,3617,-631,14169,13,16,-8957
15,-32866,8894,-2505,81,14169,13,15,-8957
16,-33715,8894,-2505,-1409,14169,13,15,-8957
17,-50348,8894,-2505,113,14169,13,-26,-8957
18,-50227,8894,-4579,-1403,22953,-3,16,-8957
19,-32880,8698,3581,-639,22953,13,15,-8957
20,-32882,8698,-2501,131,24423,13,15,-16592
21,-33267,8698,3197,-935,12262,-3,12,-16592
22,-33845,8698,-3596,133,12262,-11,-8,-24733
23,-32818,8766,-4083,-893,12262,-5,16,-21026
24,-32818,8764,3581,-631,5481,1,16,-21026
25,-33814,8764,-3594,37,7017,-21,15,-21026
26,-32826,8764,-3594,-887,14182,-21,76,-21026
27,-49746,8764,-3594,-55,4861,-21,-17,-25018
28,-50346,8764,-4484,-887,5926,-37,-8,-25018
29,-32818,8764,3253,-639,12133,11,16,-25018
30,-33331,7724,-2499,135,12133,11,10,-20643
31,-32842,7724,-2499,-1017,12133,13,74,-20643
32,-32842,7724,-2499,-194,12133,-285,-538,-20643
33,-33810,8702,-4483,-895,13800,13,52,-8360
34,-33330,8894,3549,-631,12137,13,16,-12426
35,-33331,8894,-2499,-345,22823,-49,76,-12426
36,-33786,8894,3621,-887,14182,9,15,-12426
37,-33786,8894,-4029,-151,4489,-19,-10,-12426
38,-33390,8886,-4099,-359,14073,-49,56,-12426
39,-33390,-7494,-5002,-843,14073,5,10,-12426
40,-32821,-8546,-3523,89,14073,13,16,-23704
41,-32821,-8258,-4620,-939,5921,-1,8,-25744
42,-32907,-8258,-3602,73,5993,13,-2,-25744
43,-33301,-7520,-4101,-343,5993,-19,16,-24780
44,-32819,-7586,3612,-667,14185,-19,16,-24780
45,-32882,-8534,-3531,41,14185,-19,-9,-24780
46,-32866,-8534,3641,-887,5541,7,16,-24780
47,-49259,-10086,-3979,37,4457,7,-11,-24780
48,-49329,-7490,-4035,-887,6490,7,-11,-24780
49,-32866,8856,3613,-775,11629,7,76,-16017
50,-33202,8856,-2499,137,11629,5,56,-16017
51,-33329,8856,-2499,137,11629,5,49,-16017
52,-33329,8856,-2499,137,11629,5,-9,-16017
53,-32820,8856,-2499,-255,13801,5,16,-16017
54,-32820,8856,-2499,-339,4506,3,0,-16017
55,-33329,8856,-2499,-339,4506,7,0,-16017
56,-33329,8856,-2499,-339,4506,-246,0,-16017
57,-32918,7358,-3979,99,4506,11,64,-16017
58,-32918,7358,-4619,-915,4506,-239,-9,-16017
59,-33339,7358,-4619,-247,4506,11,52,-16017
60,-33339,7358,-4619,-343,5993,-253,-16,-16017
61,-33273,7358,3164,-829,11689,7,64,-16017
62,-33317,7358,-3511,9,22434,5,76,-16017
63,-32931,8864,3628,-911,14064,5,50,-15499
64,-32818,8864,3628,-359,14064,5,16,-15499
65,-32818,8864,3628,-357,14064,5,-520,-15499
66,-32820,8894,3630,-827,12089,5,64,-15499
67,-32820,8894,-2983,13,22887,13,50,-15499
68,-32818,8894,3596,-893,14173,13,63,-15499
