0,-1113,-495,7341,63,28859,12,14,-6827
1,-1073,-495,4719,79,33075,2,17,-6827
2,-1073,-6387,4719,51,33075,2,17,-6827
3,-1073,-6387,4719,-967,33075,2,-15,-6827
4,-621,-6387,4177,63,24739,2,57,-6827
5,-1191,-311,7278,53,29803,12,77,-6827
6,-645,-311,4265,63,33953,10,13,-6827
7,-1513,-311,7345,61,25377,0,65,-6827
8,-688,-1785,-3527,63,29811,8,13,-6827
9,-688,-493,-4019,73,25295,12,14,-6827
10,-688,-493,-4019,73,25295,8,14,-6827
11,-688,-493,-4019,73,25295,-253,14,-6827
12,-688,-493,-4019,77,25295,-253,16,-6827
13,-688,-10293,-4019,-975,25295,-253,-523,-6827
14,-737,-495,-4495,111,24147,0,63,-6827
15,-737,-495,-487,63,26803,0,9,-6827
16,-1015,-495,-431,111,33923,0,65,-6827
17,-1074,-495,4696,111,25771,8,53,-6827
18,-1074,-495,-3955,111,28811,6,-21,-6827
19,-619,-495,-783,79,21652,6,11,-6827
20,-618,-495,7278,49,26291,-14,10,-6827
21,-617,-495,-416,79,32435,14,65,-6827
22,-624,-495,5185,103,24795,4,57,-6827
23,-624,-495,-3474,45,27799,2,-7,-6827
24,-617,-495,-3474,73,21168,2,14,-6827
25,-2736,-495,-3474,61,25746,2,-15,-6827
26,-650,-495,-791,55,32403,14,77,-6827
27,-620,-495,5726,111,25777,14,56,-6827
28,-649,-239,4656,109,32939,12,65,-6827
29,-1001,-239,-789,97,21653,4,15,-6827
30,-677,-1229,-943,63,25703,-6,13,-6827
31,-1121,-1229,-455,75,25765,10,13,-6827
32,-641,-1229,4719,61,21556,14,13,-6827
33,-19529,-10545,4719,63,27787,14,-13,-6827
34,-19535,-5109,4719,63,27787,14,-16,-6827
35,-732,-1205,5297,99,33970,8,62,-6827
36,-1092,-393,4333,97,29357,10,16,-6827
37,-1069,-393,4333,79,29357,14,-10,-6827
38,-655,-393,5745,97,32051,0,74,-6827
39,-617,-4575,-415,55,30882,6,15,-6827
40,-681,-6405,4719,79,30882,-2,62,-6827
41,-629,-389,4601,111,27777,14,16,-6827
42,-629,-349,4601,75,33912,10,17,-6827
43,-2555,-797,6801,61,32435,14,74,-6827
44,-625,-797,-450,77,30871,14,69,-6827
45,-2209,-6385,-450,111,30871,14,64,-6827
46,-2209,-10769,-450,-971,30871,-250,-8,-6827
47,-668,-241,-405,49,33585,14,16,-6827
48,-2189,-749,5353,49,31891,-2,75,-6827
49,-716,-4601,-407,63,25767,14,63,-6827
50,-2153,-4601,-3527,75,33859,14,17,-6827
51,-2639,-2377,-3475,61,25765,0,14,-6827
52,-2616,-365,-467,63,33970,14,74,-6827
53,-2201,-751,7224,63,31467,12,62,-6827
54,-617,11667,-914,63,25297,0,17,-6827
55,-2181,10003,4721,51,33971,14,64,-6827
56,-2541,10003,4721,79,33969,0,57,-6827
57,-2553,10003,-459,77,33875,12,78,-6827
58,-2217,10003,5739,63,33965,12,17,-6827
59,-2650,10003,-432,63,30899,14,13,-6827
60,-2161,10003,-3992,51,33971,-6,3,-6827
61,-2217,10003,-3992,75,26289,-2,-8,-6827
62,-2154,10003,-3992,61,33963,12,57,-6827
63,-2095,10003,4712,75,33587,12,16,-6827
64,-2095,10003,4712,75,33587,2,17,-6827
65,-2095,10003,4712,75,33587,-256,-531,-6827
66,-2280,10003,4657,63,27319,14,51,-6827
67,-2280,10003,4657,63,27319,14,51,-6827
68,-2280,10003,4657,63,27319,14,51,-6827
69,-2184,10003,-4903,63,25711,2,53,-6827
70,-2040,10003,4203,49,33075,14,51,-6827
71,-2183,-2291,4222,51,33491,6,77,-6827
72,-2183,-825,-4502,61,33491,-2,-8,-6827
73,-2122,-2893,-3478,77,22171,10,-9,-1448
74,-2145,11821,-912,63,25714,0,56,17464
75,-1641,9925,4337,55,33970,14,51,17240
76,-1644,9925,-3527,61,33579,14,1,17240
77,-2025,9925,-399,63,32431,12,81,17239
78,-623,-783,5646,63,25317,14,16,13503
79,-1644,-783,-4559,111,24754,14,9,-6831
80,-1001,-783,4138,61,33970,14,17,-12969
81,-1651,-333,4138,73,24170,14,16,-12969
82,-1642,-333,4138,99,24170,14,65,-12969
83,-1642,-11017,4138,51,20644,14,0,-12969
84,-1707,-11017,-4523,59,21655,2,13,-12969
85,-1129,-11017,-405,101,30439,0,65,-12969
86,-1065,-339,4721,63,31907,14,53,-12969
87,-1641,-339,-414,99,33899,6,16,-12969
88,-1706,-2441,-3474,109,21177,-2,14,-12969
89,-1644,-2441,-4946,59,18572,14,17,-12969
90,-1513,-2441,4193,55,33523,14,64,-12969
91,-649,-2441,4673,63,30515,14,17,-12969
92,-1017,-2441,-413,99,33971,14,74,-12969
93,-1065,-313,6801,73,33971,14,65,-12969
94,-1001,11443,-783,79,33967,2,50,-12969
95,-617,11443,-783,109,33967,2,62,-12969
96,-617,11443,-783,59,33967,2,-7,-12969
97,-1609,11443,-456,73,32963,2,13,-12969
98,-1609,11443,-3567,55,32963,-2,17,-12969
99,-714,11149,-405,61,33971,14,16,-12969
100,-1643,9107,4130,67,33515,2,17,-12969
101,-1643,9107,-3479,55,33515,-2,-24,-12969
102,-1698,-1163,-1023,111,32847,8,17,-12969
103,-1610,-1163,-3527,-897,32847,14,3,-12969
